Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year,End,Code,Lat,Lon
3531KK,Complainer,"362,74","145,10",,Huurder,2019,KK,3531,52.0926,5.0878
3207BC,Defendant,"617,82","617,82",,Huurder,2019,BC,3207,51.848,4.3476
1016VN,Complainer,"133,91","226,68",,Verhuurder,2019,VN,1016,52.3687,4.88
1035RH,Defendant,"717,53","717,53",,Huurder,2019,RH,1035,52.4158,4.8923
3526ED,Complainer,"450,00","192,91",,Huurder,2019,ED,3526,52.069,5.0944
3526ED,Complainer,"450,00","186,75",,Huurder,2019,ED,3526,52.069,5.0944
3526ED,Complainer,"500,00","221,66",,Huurder,2019,ED,3526,52.069,5.0944
1102TT,Complainer,,,,Huurder,2019,TT,1102,52.3205,4.9445
3073CM,Defendant,"660,00","660,00",,Huurder,2019,CM,3073,51.8901,4.4949
3073CM,Complainer,"515,00","412,00",,Huurder,2019,CM,3073,51.8901,4.4949
3073CM,Complainer,"450,00","303,78",,Huurder,2020,CM,3073,51.8901,4.4949
3706TC,Complainer,,,,Huurder,2019,TC,3706,52.1007,5.2179
3034BD,Defendant,,,,Huurder,2019,BD,3034,51.9321,4.4951
3028HK,Defendant,,,,Huurder,2019,HK,3028,51.9183,4.4218
3086CJ,Complainer,"680,00","471,24",,Huurder,2019,CJ,3086,51.875,4.473
3079XA,Defendant,"559,32","559,32",,Huurder,2019,XA,3079,51.8799,4.5586
3201JD,Defendant,"710,68","710,68",,Huurder,2019,JD,3201,51.8442,4.3125
3022VZ,Defendant,"708,48","708,48",,Huurder,2019,VZ,3022,51.9173,4.4518
9743AS,Complainer,"335,00","266,77",,Huurder,2019,AS,9743,53.2276,6.529
9718LM,Complainer,"290,00","224,77",,Huurder,2019,LM,9718,53.2176,6.5498
3061SK,Defendant,"431,00","431,00",,Huurder,2019,SK,3061,51.9232,4.5014
9713LP,Complainer,,,,Verhuurder,2019,LP,9713,53.2254,6.5799
5501EE,Complainer,"880,00","593,51",,Huurder,2019,EE,5501,51.4201,5.4072
3034EM,Defendant,"1.800,00","1.800,00",,Huurder,2019,EM,3034,51.9322,4.4978
3034EM,Defendant,"1.800,00","1.800,00",,Huurder,2019,EM,3034,51.9322,4.4978
3034EM,Defendant,"657,73","657,73",,Huurder,2019,EM,3034,51.9322,4.4978
5913BJ,Complainer,"745,00","414,20",,Huurder,2019,BJ,5913,51.3672,6.1773
5251LA,Defendant,"621,87","621,87",,Huurder,2019,LA,5251,51.6888,5.1986
5912CW,Complainer,"363,02","145,21",,Huurder,2019,CW,5912,51.3624,6.1651
6041JS,Complainer,"573,00","229,20",,Huurder,2019,JS,6041,51.1923,5.9881
3075CC,Defendant,"466,00","466,00",,Huurder,2019,CC,3075,51.8869,4.4995
3122LH,Defendant,"524,43","524,43",,Huurder,2019,LH,3122,51.9369,4.3682
3039LL,Defendant,"483,07","483,07",,Huurder,2019,LL,3039,51.9277,4.4569
3039LL,Complainer,"422,36","422,36",,Huurder,2019,LL,3039,51.9277,4.4569
1064CW,Defendant,"416,00","416,00",,Huurder,2019,CW,1064,52.3722,4.8293
1071GC,Complainer,"207,30","82,92",,Huurder,2019,GC,1071,52.3562,4.8692
6049EA,Complainer,"706,98","565,58",,Huurder,2019,EA,6049,51.1722,5.9588
1034DD,Defendant,"419,06","419,06",,Huurder,2019,DD,1034,52.4077,4.9139
1021JM,Complainer,"287,81","115,12",,Huurder,2019,JM,1021,52.3862,4.923
1056GH,Defendant,"448,67","448,67",,Huurder,2019,GH,1056,52.3768,4.8577
9712NN,Complainer,"700,00","140,00",,Huurder,2019,NN,9712,53.2246,6.5623
9712NN,Complainer,"700,00","451,56",,Huurder,2019,NN,9712,53.2246,6.5623
9712NN,Defendant,"700,00","700,00",,Huurder,2019,NN,9712,53.2246,6.5623
9712NN,Complainer,,,,Huurder,2020,NN,9712,53.2246,6.5623
9601GJ,Complainer,"557,70","498,86",,Huurder,2019,GJ,9601,53.1668,6.7593
9741HE,Complainer,"227,00","151,91",,Huurder,2019,HE,9741,53.2343,6.5573
9713NH,Defendant,"630,46","630,46",,Huurder,2019,NH,9713,53.2238,6.5868
9713WV,Complainer,"407,87","326,30",,Huurder,2019,WV,9713,53.2258,6.5691
9697RR,Complainer,"703,50","281,40",,Huurder,2019,RR,9697,53.1099,7.0822
1015KT,Defendant,"214,35","214,35",,Huurder,2019,KT,1015,52.3787,4.8808
1098GR,Complainer,"528,86","432,09",,Huurder,2019,GR,1098,52.3553,4.9349
1187CM,Complainer,"560,72","224,29",,Huurder,2019,CM,1187,52.2926,4.8334
1187CM,Defendant,,,,Huurder,2021,CM,1187,52.2926,4.8334
1103KX,Complainer,"644,47","530,41",,Huurder,2019,KX,1103,52.3255,4.9748
1103KX,Complainer,"644,47","515,58",,Huurder,2019,KX,1103,52.3255,4.9748
1103KX,Complainer,,,,Huurder,2019,KX,1103,52.3255,4.9748
1013NJ,Defendant,"556,27","556,27",,Huurder,2019,NJ,1013,52.3897,4.89
1013NJ,Defendant,,,,Huurder,2019,NJ,1013,52.3897,4.89
1016VD,Defendant,"548,74","548,74",,Huurder,2019,VD,1016,52.3686,4.8794
1051EB,Complainer,"224,02","179,22",,Huurder,2019,EB,1051,52.3824,4.8721
1051EB,Defendant,"1.350,00","1.350,00",,Huurder,2020,EB,1051,52.3824,4.8721
1079ME,Defendant,,,,Huurder,2019,ME,1079,52.3401,4.901
1072GK,Complainer,"470,03","282,02",,Huurder,2019,GK,1072,52.3527,4.8918
3085BN,Defendant,"424,12","424,12",,Huurder,2019,BN,3085,51.8708,4.484
1012EZ,Defendant,,,,Huurder,2019,EZ,1012,52.3697,4.8948
1024KP,Defendant,,,,Huurder,2019,KP,1024,52.3966,4.9524
9714BV,Complainer,"575,00","445,32",,Huurder,2019,BV,9714,53.2281,6.5672
9727BA,Complainer,"410,00","193,53",,Huurder,2019,BA,9727,53.2096,6.5564
9727BA,Complainer,"410,00","193,53",,Huurder,2019,BA,9727,53.2096,6.5564
9727BA,Complainer,"375,00","206,25",,Huurder,2019,BA,9727,53.2096,6.5564
9727BA,Complainer,"375,00","206,25",,Huurder,2019,BA,9727,53.2096,6.5564
9727BA,Complainer,"670,16","525,16",,Huurder,2020,BA,9727,53.2096,6.5564
3522BC,Complainer,"205,00","47,26",,Huurder,2019,BC,3522,52.0753,5.1139
3522BC,Complainer,"295,00","158,04",,Huurder,2019,BC,3522,52.0753,5.1139
3522BC,Complainer,"207,00","116,98",,Huurder,2019,BC,3522,52.0753,5.1139
3522BC,Complainer,"255,00","137,39",,Huurder,2019,BC,3522,52.0753,5.1139
1097GL,Complainer,"710,00","588,25",,Huurder,2019,GL,1097,52.3468,4.935
1097GL,Complainer,"710,00","588,25",,Huurder,2019,GL,1097,52.3468,4.935
5801BX,Complainer,"685,00","672,41",,Huurder,2019,BX,5801,51.5235,5.9739
5801BX,Complainer,"723,00","667,12",,Huurder,2019,BX,5801,51.5235,5.9739
3072GM,Defendant,"561,05","561,05",,Huurder,2019,GM,3072,51.9012,4.5011
5298CN,Complainer,"700,00","280,00",,Huurder,2019,CN,5298,51.5711,5.3686
2511VV,Complainer,"569,16","341,50",,Huurder,2019,VV,2511,52.0779,4.3242
3021RJ,Complainer,"641,39","513,11",,Huurder,2019,RJ,3021,51.921,4.4572
3061AX,Defendant,"592,55","592,55",,Huurder,2019,AX,3061,51.9298,4.5039
3029BJ,Complainer,"604,92","483,91",,Huurder,2019,BJ,3029,51.9045,4.444
3036EB,Complainer,"630,54","588,25",,Huurder,2019,EB,3036,51.9388,4.4852
3201LW,Complainer,"678,30","406,98",,Huurder,2019,LW,3201,51.8531,4.3417
3084NL,Complainer,"413,25","123,98",,Huurder,2019,NL,3084,51.8821,4.4716
1062CK,Complainer,,,,Huurder,2019,CK,1062,52.3589,4.8397
3028JL,Complainer,"592,55","474,04",,Huurder,2019,JL,3028,51.9182,4.4238
3028GH,Complainer,"479,75","191,90",,Huurder,2019,GH,3028,51.9168,4.4177
4204RH,Complainer,,,,Huurder,2019,RH,4204,51.8337,4.9597
9711GE,Complainer,"550,00","425,27",,Huurder,2019,GE,9711,53.2143,6.5707
9717JH,Complainer,"195,00","160,06",,Huurder,2019,JH,9717,53.2284,6.5587
9717JH,Complainer,"285,00","228,00",,Huurder,2019,JH,9717,53.2284,6.5587
9717JH,Complainer,,,,Huurder,2021,JH,9717,53.2284,6.5587
3082PT,Complainer,"360,70","216,42",,Huurder,2019,PT,3082,51.8872,4.4615
3082PT,Complainer,"292,18","175,31",,Huurder,2019,PT,3082,51.8872,4.4615
3082PT,Complainer,,,,Huurder,2019,PT,3082,51.8872,4.4615
3078HM,Complainer,"825,00","241,62",,Huurder,2019,HM,3078,51.8955,4.5411
2513DR,Defendant,"538,66","538,66",,Huurder,2019,DR,2513,52.0793,4.3028
2513DR,Defendant,"591,89","591,89",,Huurder,2021,DR,2513,52.0793,4.3028
2513DR,Defendant,,,,Huurder,2021,DR,2513,52.0793,4.3028
2513DR,Defendant,,,,Huurder,2021,DR,2513,52.0793,4.3028
2561TB,Complainer,,,,Huurder,2019,TB,2561,52.0765,4.2801
2561TB,Complainer,"291,37","174,82",,Huurder,2019,TB,2561,52.0765,4.2801
2561TB,Complainer,,,,Huurder,2019,TB,2561,52.0765,4.2801
9724KW,Complainer,"635,00","393,71",,Huurder,2019,KW,9724,53.213,6.5794
9725CA,Complainer,"775,00","614,27",,Huurder,2019,CA,9725,53.2096,6.5708
9722LB,Complainer,"574,41","459,53",,Huurder,2019,LB,9722,53.1987,6.591
9713BB,Defendant,"618,33","618,33",,Huurder,2019,BB,9713,53.2232,6.5815
9736MD,Defendant,"518,53","518,53",,Huurder,2019,MD,9736,53.2499,6.6005
6045HH,Defendant,"511,59","511,59",,Huurder,2019,HH,6045,51.176,6.0172
3014TE,Complainer,"625,00","429,77",,Huurder,2019,TE,3014,51.9198,4.4673
3024RP,Complainer,"580,00","232,00",,Huurder,2019,RP,3024,51.9069,4.4488
2014HP,Complainer,"714,46","398,97",,Huurder,2019,HP,2014,52.3673,4.6144
1058NJ,Complainer,"667,07","266,83",,Huurder,2019,NJ,1058,52.3533,4.8518
5341AR,Complainer,"433,64","173,46",,Huurder,2019,AR,5341,51.7693,5.5168
5611HK,Defendant,"620,00","620,00",,Huurder,2019,HK,5611,51.4373,5.472
5911HX,Defendant,,,,Huurder,2019,HX,5911,51.3686,6.1675
2803VH,Complainer,,,,Verhuurder,2019,VH,2803,52.0246,4.6918
2803VG,Complainer,,,,Verhuurder,2019,VG,2803,52.0246,4.6918
2803VE,Complainer,,,,Verhuurder,2019,VE,2803,52.0246,4.6918
2803VE,Complainer,,,,Verhuurder,2019,VE,2803,52.0246,4.6918
2803VE,Defendant,,,,Huurder,2019,VE,2803,52.0246,4.6918
3061GC,Defendant,"383,89","383,89",,Huurder,2019,GC,3061,51.9291,4.5092
9608PR,Complainer,"448,00","179,20",,Huurder,2019,PR,9608,53.1843,6.6898
9902EJ,Complainer,"475,29","285,17",,Huurder,2019,EJ,9902,53.317,6.8655
9711EV,Defendant,"360,00","360,00",,Huurder,2019,EV,9711,53.2144,6.5723
9711EV,Defendant,"325,00","325,00",,Huurder,2019,EV,9711,53.2144,6.5723
9714HG,Complainer,"1.150,00","661,88",,Huurder,2019,HG,9714,53.2322,6.5747
9714HG,Complainer,"275,00","262,17",,Huurder,2019,HG,9714,53.2322,6.5747
9714HG,Complainer,"275,00","260,07",,Huurder,2019,HG,9714,53.2322,6.5747
2547AV,Complainer,"887,50","621,61",,Huurder,2019,AV,2547,52.0601,4.2713
1079XK,Complainer,"592,00","562,40",,Huurder,2019,XK,1079,52.3423,4.9012
1062AL,Complainer,"900,00","694,23",,Huurder,2019,AL,1062,52.3625,4.8362
1531TZ,Complainer,"710,68","675,15",,Huurder,2019,TZ,1531,52.4991,4.7983
1056TN,Complainer,"547,93","328,76",,Huurder,2019,TN,1056,52.3721,4.8583
1056TN,Complainer,"530,79","318,47",,Huurder,2019,TN,1056,52.3721,4.8583
1056KH,Complainer,"431,05","344,84",,Huurder,2019,KH,1056,52.373,4.8649
3022BK,Complainer,"700,00","425,27",,Huurder,2019,BK,3022,51.9179,4.4525
1056SJ,Complainer,"538,82","511,88",,Huurder,2019,SJ,1056,52.3719,4.8529
2512TB,Complainer,"438,07","175,23",,Huurder,2019,TB,2512,52.0728,4.2947
2544RN,Complainer,"409,87","368,88",,Huurder,2019,RN,2544,52.04,4.2497
9711KG,Complainer,"400,00","220,00",,Huurder,2019,KG,9711,53.2149,6.5663
9711KG,Complainer,"400,00","220,00",,Huurder,2019,KG,9711,53.2149,6.5663
2518GC,Complainer,"488,73","293,24",,Huurder,2019,GC,2518,52.084,4.2956
2353EV,Complainer,"544,05","435,24",,Huurder,2019,EV,2353,52.1581,4.5431
2573XR,Complainer,"530,23","318,14",,Huurder,2019,XR,2573,52.0671,4.2835
9714GZ,Complainer,"275,00","206,02",,Huurder,2019,GZ,9714,53.2314,6.5725
3071AV,Defendant,"589,05","235,62",,Huurder,2019,AV,3071,51.9103,4.5014
3067JA,Complainer,"767,08","640,82",,Huurder,2019,JA,3067,51.9455,4.5371
5654GA,Complainer,,,,Huurder,2019,GA,5654,51.4187,5.4607
5654GA,Complainer,"650,00","311,36",,Huurder,2019,GA,5654,51.4187,5.4607
2987VT,Complainer,"730,00","450,00",,Huurder,2019,VT,2987,51.8878,4.5805
2563GP,Complainer,"372,42","148,97",,Huurder,2019,GP,2563,52.0707,4.2739
2563GP,Complainer,"337,44","134,98",,Huurder,2019,GP,2563,52.0707,4.2739
1075TH,Defendant,"517,40","517,40",,Huurder,2019,TH,1075,52.3521,4.8537
1075TH,Complainer,,,,Huurder,2021,TH,1075,52.3521,4.8537
6217JK,Complainer,,,,Huurder,2019,JK,6217,50.8519,5.6697
3024XJ,Complainer,"525,99","210,40",,Huurder,2019,XJ,3024,51.9074,4.4526
1079VX,Defendant,"638,34","638,34",,Huurder,2019,VX,1079,52.3415,4.9049
6042JH,Complainer,,,,Verhuurder,2019,JH,6042,51.2002,6.0064
6042JH,Complainer,,,,Verhuurder,2019,JH,6042,51.2002,6.0064
5345TP,Defendant,"325,00","325,00",,Huurder,2019,TP,5345,51.7619,5.5123
6071EM,Defendant,"511,00","511,00",,Huurder,2019,EM,6071,51.23,6.042
5701XM,Defendant,"450,00","450,00",,Huurder,2019,XM,5701,51.4868,5.6695
5615SR,Complainer,"312,66","187,60",,Huurder,2019,SR,5615,51.4314,5.4644
5831KH,Defendant,"560,53","560,53",,Huurder,2019,KH,5831,51.6528,5.9481
9727CS,Complainer,,,,Huurder,2019,CS,9727,53.2088,6.5521
6866BE,Defendant,"651,00","651,00",,Huurder,2019,BE,6866,51.9836,5.7513
6541ZB,Complainer,"473,37","431,80",,Huurder,2019,ZB,6541,51.8493,5.8453
2013TG,Complainer,"477,00","340,00",,Huurder,2019,TG,2013,52.3794,4.6188
2013TG,Complainer,,,,Huurder,2021,TG,2013,52.3794,4.6188
2013TG,Complainer,,,,Huurder,2021,TG,2013,52.3794,4.6188
6533XT,Defendant,"682,91","682,91",,Huurder,2019,XT,6533,51.8186,5.8523
9712PM,Complainer,"235,00","176,50",,Huurder,2019,PM,9712,53.223,6.5604
9712PM,Complainer,"415,00","320,19",,Huurder,2019,PM,9712,53.223,6.5604
9712PM,Complainer,"735,00","553,46",,Huurder,2022,PM,9712,53.223,6.5604
2564EV,Complainer,"1.200,00","595,70",,Huurder,2019,EV,2564,52.067,4.2523
2512JK,Complainer,"255,83","639,58",,Verhuurder,2019,JK,2512,52.0714,4.2972
1944SV,Defendant,"470,92","470,92",,Huurder,2019,SV,1944,52.4898,4.6563
2552MA,Defendant,"699,24","699,24",,Huurder,2019,MA,2552,52.0517,4.2496
1032KD,Defendant,"350,00","350,00",,Huurder,2019,KD,1032,52.3942,4.9119
1032KD,Defendant,"550,00","550,00",,Huurder,2019,KD,1032,52.3942,4.9119
1062DA,Complainer,"924,00","508,50",,Huurder,2019,DA,1062,52.3631,4.8402
1094HK,Complainer,"678,75","543,00",,Huurder,2019,HK,1094,52.3636,4.9342
2551PH,Defendant,"348,31","348,31",,Huurder,2019,PH,2551,52.0552,4.2363
1011RX,Defendant,"280,58","280,58",,Huurder,2019,RX,1011,52.3678,4.9072
1054ZJ,Defendant,"384,26","384,26",,Huurder,2019,ZJ,1054,52.3634,4.8662
2121XS,Complainer,"625,75","500,60",,Huurder,2019,XS,2121,52.3197,4.6019
2286SL,Complainer,"511,71","409,37",,Huurder,2019,SL,2286,52.0302,4.311
2034RW,Complainer,"446,40","178,56",,Huurder,2019,RW,2034,52.3586,4.6467
1024KZ,Defendant,"581,02","581,02",,Huurder,2019,KZ,1024,52.3904,4.9575
1035AR,Defendant,"678,33","678,33",,Huurder,2019,AR,1035,52.4202,4.8886
2011BB,Complainer,,,,Huurder,2019,BB,2011,52.3787,4.6423
1363TH,Complainer,,,,Huurder,2019,TH,1363,52.3568,5.1487
1053NK,Complainer,,,,Huurder,2019,NK,1053,52.3627,4.8609
9671AZ,Complainer,"480,00","192,00",,Huurder,2019,AZ,9671,53.1424,7.0396
1069MX,Defendant,"490,42","490,42",,Huurder,2019,MX,1069,52.3631,4.7899
6538CW,Defendant,"512,45","512,45",,Huurder,2019,CW,6538,51.8079,5.8113
6521AM,Complainer,,,,Huurder,2019,AM,6521,51.8428,5.8703
6521AM,Complainer,,,,Huurder,2019,AM,6521,51.8428,5.8703
9714BD,Complainer,"465,00","322,52",,Huurder,2019,BD,9714,53.2286,6.573
6707HS,Complainer,"450,00","427,50",,Huurder,2019,HS,6707,51.9739,5.6701
2523XA,Complainer,"517,80","207,12",,Huurder,2019,XA,2523,52.0596,4.3195
5914VW,Complainer,"650,00","409,03",,Huurder,2019,VW,5914,51.3786,6.1867
1034MS,Defendant,"612,18","612,18",,Huurder,2019,MS,1034,52.4101,4.9248
6511ER,Complainer,,,,Huurder,2019,ER,6511,51.8444,5.8593
6511ER,Complainer,,,,Huurder,2019,ER,6511,51.8444,5.8593
1063XX,Complainer,,,,Huurder,2019,XX,1063,52.3784,4.8331
1063XX,Complainer,,,,Huurder,2019,XX,1063,52.3784,4.8331
3068SJ,Defendant,"779,53","779,53",,Huurder,2019,SJ,3068,51.9598,4.555
1078LT,Complainer,"605,54","632,16",,Huurder,2019,LT,1078,52.3446,4.8964
2311TL,Complainer,"845,00","663,12",,Huurder,2019,TL,2311,52.159,4.4885
1814GB,Complainer,,,,Huurder,2019,GB,1814,52.6279,4.7413
5628JA,Defendant,"502,00","502,00",,Huurder,2019,JA,5628,51.4788,5.4682
3511XJ,Complainer,,,,Huurder,2019,XJ,3511,52.0842,5.1209
3531JP,Defendant,,,,Huurder,2019,JP,3531,52.0931,5.0863
3531JP,Defendant,,,,Huurder,2019,JP,3531,52.0931,5.0863
3531JP,Complainer,"367,50","174,82",,Huurder,2019,JP,3531,52.0931,5.0863
3531JP,Complainer,"347,50","222,67",,Huurder,2019,JP,3531,52.0931,5.0863
1062KZ,Complainer,,,,Huurder,2019,KZ,1062,52.3538,4.8391
3081GM,Complainer,"579,47","231,79",,Huurder,2019,GM,3081,51.8918,4.489
5911CP,Complainer,"710,00","284,00",,Huurder,2019,CP,5911,51.3735,6.1763
1016VW,Complainer,"122,62","122,62",,Huurder,2019,VW,1016,52.3709,4.8771
5021KC,Defendant,"454,00","454,00",,Huurder,2019,KC,5021,51.5506,5.0877
4854GL,Defendant,"975,00","975,00",,Huurder,2019,GL,4854,51.5625,4.8175
1091AR,Complainer,"439,03","170,66",,Huurder,2019,AR,1091,52.3598,4.9147
3051SL,Complainer,"393,97","315,18",,Huurder,2019,SL,3051,51.9446,4.4708
3051SL,Defendant,"393,97","393,97",,Huurder,2019,SL,3051,51.9446,4.4708
1102JE,Complainer,"1.000,00","424,08",,Huurder,2019,JE,1102,52.3193,4.9551
1102JE,Complainer,"655,00","334,33",,Huurder,2021,JE,1102,52.3193,4.9551
1062CG,Defendant,"637,52","637,52",,Huurder,2019,CG,1062,52.3605,4.8394
4837BA,Defendant,"744,00","744,00",,Huurder,2019,BA,4837,51.5694,4.7755
5061AM,Defendant,"400,00","400,00",,Huurder,2019,AM,5061,51.572,5.1718
3131CM,Complainer,"760,00","577,74",,Huurder,2019,CM,3131,51.9101,4.3421
3038JH,Complainer,"750,00","205,09",,Huurder,2019,JH,3038,51.9364,4.468
3083AE,Defendant,"480,13","480,13",,Huurder,2019,AE,3083,51.8871,4.4972
5041DS,Defendant,"225,00","225,00",,Huurder,2019,DS,5041,51.5644,5.0782
4854EL,Defendant,"653,93","653,93",,Huurder,2019,EL,4854,51.5697,4.8179
1077ZG,Defendant,"500,00","500,00",,Huurder,2019,ZG,1077,52.3461,4.8691
1077ZG,Complainer,"500,00","166,48",,Huurder,2019,ZG,1077,52.3461,4.8691
6883DV,Defendant,"353,63","353,63",,Huurder,2019,DV,6883,51.9888,5.9892
4001LX,Defendant,"675,00","675,00",,Huurder,2019,LX,4001,51.8872,5.4392
1058EJ,Complainer,"1.450,00","797,50",,Huurder,2019,EJ,1058,52.3624,4.8433
2522GD,Complainer,,,,Huurder,2019,GD,2522,52.0591,4.3294
2522GD,Complainer,"561,98","224,79",,Huurder,2019,GD,2522,52.0591,4.3294
9727BD,Defendant,"275,00","275,00",,Huurder,2019,BD,9727,53.2082,6.557
9727BD,Complainer,"170,00","112,42",,Huurder,2019,BD,9727,53.2082,6.557
9715HM,Complainer,"250,00","143,62",,Huurder,2019,HM,9715,53.2324,6.5678
9715HM,Complainer,"350,00","199,79",,Huurder,2019,HM,9715,53.2324,6.5678
9722GJ,Complainer,"371,21","187,30",,Huurder,2019,GJ,9722,53.1987,6.5835
8932CT,Defendant,"690,00","690,00",,Huurder,2019,CT,8932,53.1922,5.7843
8911BH,Complainer,"546,64","218,66",,Huurder,2019,BH,8911,53.1992,5.7904
9715TC,Defendant,"388,27","388,27",,Huurder,2019,TC,9715,53.2359,6.5762
9845AK,Complainer,"460,61","276,37",,Huurder,2019,AK,9845,53.2652,6.2495
3023XX,Complainer,"680,24","272,10",,Huurder,2019,XX,3023,51.9113,4.4518
1185XX,Defendant,"690,00","690,00",,Huurder,2019,XX,1185,52.2823,4.8397
6821JK,Defendant,"729,53","729,53",,Huurder,2019,JK,6821,51.9931,5.9128
1073KZ,Defendant,"640,38","640,38",,Huurder,2019,KZ,1073,52.3496,4.9021
3036SN,Complainer,"410,73","164,29",,Huurder,2019,SN,3036,51.9356,4.4848
6211JN,Defendant,"405,00","405,00",,Huurder,2019,JN,6211,50.8457,5.6923
1054DM,Defendant,"582,10","582,10",,Huurder,2019,DM,1054,52.3626,4.8722
1966XS,Defendant,"599,06","599,06",,Huurder,2019,XS,1966,52.4973,4.6758
1075GR,Defendant,"288,55","288,55",,Huurder,2019,GR,1075,52.3538,4.8681
1102TD,Defendant,"515,70","515,70",,Huurder,2019,TD,1102,52.3181,4.9435
1103MV,Defendant,"832,52","832,52",,Huurder,2019,MV,1103,52.3228,4.9668
6224VE,Complainer,"639,54","255,82",,Huurder,2019,VE,6224,50.855,5.7142
1058GN,Complainer,"597,48","533,47",,Huurder,2019,GN,1058,52.3575,4.8508
2287VS,Defendant,"714,43","714,43",,Huurder,2019,VS,2287,52.0303,4.3217
1186HM,Complainer,"411,03","328,82",,Huurder,2019,HM,1186,52.2875,4.8707
2034LE,Complainer,"722,06","582,99",,Huurder,2019,LE,2034,52.3666,4.6451
1161XR,Complainer,"547,38","437,90",,Huurder,2019,XR,1161,52.3794,4.7408
1079EK,Complainer,"573,56","229,42",,Huurder,2019,EK,1079,52.345,4.9071
2035BE,Complainer,"878,66","740,74",,Huurder,2019,BE,2035,52.361,4.6591
1067GG,Complainer,"682,23","646,10",,Huurder,2019,GG,1067,52.3776,4.7983
1075RM,Complainer,"548,46","438,77",,Huurder,2019,RM,1075,52.3498,4.8533
1098ST,Defendant,"659,22","659,22",,Huurder,2019,ST,1098,52.3511,4.9437
1034HC,Defendant,"709,06","709,06",,Huurder,2019,HC,1034,52.4065,4.914
1069EL,Complainer,"550,00","450,00",,Huurder,2019,EL,1069,52.3554,4.7876
1181PW,Complainer,"440,96","440,96",,Huurder,2019,PW,1181,52.3093,4.8597
1069GA,Complainer,"590,84","354,50",,Huurder,2019,GA,1069,52.36,4.7925
1017CV,Complainer,"1.000,00","550,00",,Huurder,2019,CV,1017,52.3658,4.8962
1017CV,Complainer,,,,Huurder,2021,CV,1017,52.3658,4.8962
1078PV,Complainer,"246,84","326,62",,Verhuurder,2019,PV,1078,52.3481,4.9048
1065RA,Defendant,,,,Huurder,2019,RA,1065,52.3597,4.8233
1065RA,Defendant,,,,Huurder,2019,RA,1065,52.3597,4.8233
1065RA,Defendant,,,,Huurder,2019,RA,1065,52.3597,4.8233
1324VL,Complainer,"538,78","431,02",,Huurder,2019,VL,1324,52.361,5.203
1016SH,Defendant,,,,Huurder,2019,SH,1016,52.3704,4.8795
1111PZ,Defendant,"711,00","711,00",,Huurder,2019,PZ,1111,52.3319,4.9913
4817JK,Complainer,,,,Huurder,2019,JK,4817,51.5895,4.8014
9341BT,Complainer,"534,32","213,73",,Huurder,2019,BT,9341,53.0328,6.3991
8931GC,Defendant,"649,95","535,68",,Huurder,2019,GC,8931,53.1847,5.7849
8921JT,Complainer,"289,69","115,88",,Huurder,2019,JT,8921,53.2042,5.8167
9725CE,Complainer,"720,00","311,36",,Huurder,2019,CE,9725,53.2091,6.5695
9711HT,Complainer,"795,00","682,91",,Huurder,2019,HT,9711,53.2153,6.5612
8601GG,Complainer,"600,00","180,00",,Huurder,2019,GG,8601,53.0316,5.6527
1187PG,Defendant,"689,69","689,69",,Huurder,2019,PG,1187,52.2852,4.8313
1187PG,Defendant,,,,Huurder,2022,PG,1187,52.2852,4.8313
6701DJ,Defendant,"555,00","588,25",,Huurder,2019,DJ,6701,51.9647,5.6651
8911HC,Defendant,"649,75","649,75",,Huurder,2019,HC,8911,53.2018,5.7971
2121AA,Complainer,"334,00","133,60",,Huurder,2019,AA,2121,52.3263,4.5958
3112VJ,Complainer,"800,00","363,73",,Huurder,2019,VJ,3112,51.9191,4.4113
1072PJ,Complainer,"650,84","260,34",,Huurder,2019,PJ,1072,52.3504,4.8937
6537LM,Complainer,"685,00","548,00",,Huurder,2019,LM,6537,51.813,5.7998
6537LM,Complainer,"685,00","498,86",,Huurder,2020,LM,6537,51.813,5.7998
6822NL,Complainer,"282,45","706,12",,Verhuurder,2019,NL,6822,52.0023,5.9278
6822NL,Complainer,"676,84","270,74",,Huurder,2019,NL,6822,52.0023,5.9278
6822NL,Defendant,"696,63","696,63",,Huurder,2019,NL,6822,52.0023,5.9278
9713KA,Complainer,"675,00","621,61",,Huurder,2019,KA,9713,53.2279,6.5732
9713KA,Complainer,"235,00","170,66",,Huurder,2019,KA,9713,53.2279,6.5732
9713KA,Complainer,"330,00","253,87",,Huurder,2019,KA,9713,53.2279,6.5732
9713KA,Complainer,"275,00","206,02",,Huurder,2019,KA,9713,53.2279,6.5732
1025WS,Defendant,"690,58","690,58",,Huurder,2019,WS,1025,52.3964,4.9419
9712TH,Complainer,"685,00","543,83",,Huurder,2019,TH,9712,53.2224,6.5585
1314RJ,Defendant,"411,82","411,82",,Huurder,2019,RJ,1314,52.3794,5.2188
1318DL,Defendant,"862,89","862,89",,Huurder,2019,DL,1318,52.379,5.2438
7941VL,Complainer,"400,00","297,56",,Huurder,2019,VL,7941,52.7004,6.1933
4847GG,Defendant,"643,36","643,36",,Huurder,2019,GG,4847,51.6042,4.8147
1012MS,Defendant,"262,68","262,68",,Huurder,2019,MS,1012,52.3758,4.8951
1054WV,Complainer,"294,99","235,99",,Huurder,2019,WV,1054,52.3604,4.8581
