Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year
1033HD,Defendant,"691,29","691,29",,Huurder,2020
1057ZH,Complainer,"542,07","677,59",,Verhuurder,2020
5041AW,Complainer,"450,48","270,28",,Huurder,2020
1055RH,Defendant,"597,29","597,29",,Huurder,2020
3312GA,Complainer,"390,00","234,00",,Huurder,2020
1063EA,Complainer,"973,00","577,74",,Huurder,2020
3314BR,Defendant,"725,00","725,00",,Huurder,2020
1057JM,Complainer,,,,Huurder,2020
1057JM,Complainer,,,,Huurder,2020
1061GK,Complainer,"216,22","360,36",,Verhuurder,2020
9712GV,Complainer,,,,Huurder,2020
9711NM,Complainer,,,,Huurder,2020
9722EW,Complainer,,,,Huurder,2020
9741AA,Complainer,,,,Huurder,2020
9727BN,Complainer,,,,Huurder,2020
9712NE,Complainer,,,,Huurder,2020
1034BN,Defendant,"590,00","590,00",,Huurder,2020
5611NB,Complainer,"915,00","598,78",,Huurder,2020
5281GW,Complainer,"607,19","355,61",,Huurder,2020
2517AM,Defendant,"415,00","374,52",,Huurder,2020
1076KS,Defendant,"368,05","368,05",,Verhuurder,2020
3852XL,Complainer,,,,Huurder,2020
1094KH,Defendant,,,,Huurder,2020
5614GB,Complainer,"420,00","297,01",,Huurder,2020
2526AA,Complainer,"559,50","223,80",,Huurder,2020
1566SZ,Defendant,,,,Huurder,2020
2011JD,Complainer,,,,Huurder,2020
2011JD,Complainer,,,,Huurder,2020
2011JD,Complainer,,,,Huurder,2020
9711SE,Complainer,,,,Huurder,2020
2526JE,Complainer,"391,44","156,58",,Huurder,2020
9711EG,Defendant,,,,Huurder,2020
9801KA,Defendant,,,,Huurder,2020
2513VX,Complainer,"620,91","372,55",,Huurder,2020
2522HT,Complainer,"467,55","187,02",,Huurder,2020
2563XH,Defendant,"540,47","540,47",,Huurder,2020
2562AL,Defendant,"657,68","657,68",,Huurder,2020
2587RE,Complainer,,,,Huurder,2020
2521TJ,Defendant,,,,Huurder,2020
6811BC,Complainer,"660,00","456,80",,Huurder,2020
1064LZ,Defendant,"588,99","588,99",,Huurder,2020
1033AZ,Complainer,"850,00","598,78",,Huurder,2020
1053VW,Defendant,"572,05","572,05",,Huurder,2020
1051JJ,Complainer,"424,49","339,59",,Huurder,2020
6522GA,Complainer,"695,00","646,10",,Huurder,2020
4761MK,Complainer,,,,Huurder,2020
3513TD,Complainer,"900,00","349,66",,Huurder,2020
6833AL,Complainer,"720,00","451,03",,Huurder,2020
7766AM,Defendant,"472,31","472,31","472,31",Huurder,2021
2201TJ,Complainer,"710,68",,"426,41",Huurder,2021
2586AX,Defendant,"606,93",,,Huurder,2021
5301BM,Complainer,"690,00","678,47",,Huurder,2021
6824CN,Complainer,"230,88",,"92,35",Huurder,2021
1093DC,Complainer,"525,47",,"420,38",Huurder,2021
2641VX,Complainer,"243,19","194,55","194,55",Huurder,2021
2641VX,Complainer,"265,00","159,00","159,00",Huurder,2021
2641VX,Complainer,"330,03","264,02","264,02",Huurder,2021
8931GE,Complainer,"727,00","480,64",,Huurder,2021
2312VG,Defendant,"496,30","496,30",,Huurder,2021
1961GB,Defendant,,,,Huurder,2021
9714CC,Complainer,,,,Huurder,2021
1056TD,Defendant,"633,25","633,25",,Huurder,2021
2512JJ,Defendant,"502,92","502,92",,Huurder,2021
3081BX,Complainer,"510,00","204,00","204,00",Huurder,2021
2512VS,Defendant,"510,00",,,Huurder,2021
7766AM,Defendant,"472,31","472,31","472,31",Huurder,2021
1404DL,Defendant,,,,Huurder,2021
6229XP,Defendant,"503,86","503,86",,Huurder,2021
3112AP,Complainer,"435,22","261,13","261,13",Huurder,2021
6222WD,Complainer,"739,69",,"665,72",Huurder,2021
3553SP,Complainer,"672,41","268,96","268,96",Huurder,2021
1068RP,Defendant,,,,Huurder,2021
7557DJ,Complainer,,,,Huurder,2021
7535AX,Defendant,,,,Huurder,2021
1171PC,Defendant,,,,Huurder,2021
9321XE,Complainer,,,,Huurder,2021
6512AJ,Defendant,,,,Huurder,2021
5041CL,Defendant,,,,Huurder,2021
5044BT,Defendant,,,,Huurder,2021
3082KG,Defendant,,,,Huurder,2021
2525VK,Defendant,,,,Huurder,2021
1102NA,Defendant,"771,31",,"771,31",Huurder,2021
4817DD,Defendant,,,,Huurder,2021
3314LH,Defendant,,,,Huurder,2021
2331EZ,Defendant,"635,04","635,04",,Huurder,2021
1057TK,Complainer,"849,43","339,77","339,77",Huurder,2021
1074BS,Defendant,,,,Huurder,2021
8924CT,Complainer,,,,Huurder,2021
1056KJ,Complainer,"614,38",,"245,75",Huurder,2021
6828DT,Defendant,,,,Huurder,2021
1063HR,Complainer,"586,69",,"234,68",Huurder,2021
1031BD,Complainer,"709,62",,"283,85",Huurder,2021
3514VT,Complainer,"328,26","131,30",,Huurder,2021
1078JR,Complainer,"896,89","358,76","358,76",Huurder,2021
1025PK,Complainer,"638,66",,"255,46",Huurder,2021
3073EM,Complainer,"487,65","292,59","292,59",Huurder,2021
1025RE,Complainer,"528,69",,"211,48",Huurder,2021
7311EW,Defendant,"699,98",,,Huurder,2021
1078HL,Complainer,"785,09","785,09","314,04",Huurder,2021
1521MG,Defendant,"822,84","822,84",,Huurder,2021
2042JJ,Defendant,"743,75","743,75",,Huurder,2021
6828DT,Defendant,,,,Huurder,2021
9402EB,Defendant,,,,Huurder,2021
1312HL,Defendant,"707,99","707,99",,Huurder,2021
1097SM,Defendant,"635,07",,"635,07",Huurder,2021
1078KG,Complainer,"724,50","289,80","289,80",Huurder,2021
1058TS,Complainer,"459,73",,"183,89",Huurder,2021
3072VR,Complainer,"541,04","216,42","216,42",Huurder,2021
8032GE,Complainer,"702,97",,"421,78",Huurder,2021
3117VR,Complainer,"494,94","197,97",,Huurder,2021
1013NA,Complainer,"696,10",,"278,44",Huurder,2021
6291BC,Complainer,,,,Huurder,2021
1072NT,Complainer,"717,22","286,89","286,89",Huurder,2021
2565SC,Complainer,"603,00","390,00",,Huurder,2021
5623AK,Defendant,,,,Huurder,2021
1783JA,Defendant,,,,Huurder,2021
1057EM,Complainer,"545,23","218,09","218,09",Huurder,2021
5508AW,Defendant,,,,Huurder,2021
8924CT,Complainer,,,,Huurder,2021
1015KN,Complainer,"493,51","197,40","197,40",Huurder,2021
8924CT,Complainer,,,,Huurder,2021
6017AG,Complainer,"812,00","649,60","649,60",Huurder,2021
1075NS,Complainer,"810,20","324,08","324,08",Huurder,2021
6531HX,Complainer,"413,87","347,47",,Huurder,2021
6531HX,Complainer,"412,11","385,29",,Huurder,2021
1075NS,Complainer,"684,60","273,84","273,84",Huurder,2021
6531HX,Complainer,"348,30","274,66",,Huurder,2021
6531HX,Complainer,"459,56","414,36",,Huurder,2021
4611CH,Complainer,"600,00","240,00","240,00",Huurder,2021
3513EP,Complainer,"380,00","361,14",,Huurder,2021
6531HX,Complainer,"413,87","331,10","331,10",Huurder,2021
6531HX,Complainer,"412,11","247,27","247,27",Huurder,2021
6531HX,Complainer,"330,15","274,66",,Huurder,2021
1075NS,Complainer,"810,20","486,12","486,12",Huurder,2021
1075NS,Defendant,"684,60","684,60","684,60",Huurder,2021
1078PC,Complainer,"746,84","298,74","298,74",Huurder,2021
1032CW,Defendant,"309,74","309,74","309,74",Huurder,2021
2032SE,Defendant,,,,Huurder,2021
6531HX,Complainer,"446,61","357,29","357,29",Huurder,2021
3526TM,Defendant,"600,39",,"600,39",Huurder,2021
1079TD,Defendant,"735,40","735,40","735,40",Huurder,2021
7522NM,Defendant,,,,Huurder,2021
9722GB,Complainer,,,,Huurder,2021
1106EN,Complainer,,,,Huurder,2021
n.v.t,Defendant,,,,Huurder,2021
6531HX,Complainer,"330,15","264,14","264,12",Huurder,2021
6531HX,Complainer,"348,30","278,64","278,64",Huurder,2021
6531HX,Complainer,"268,57","214,86","214,86",Huurder,2021
6531HX,Complainer,"347,78","278,22","278,22",Huurder,2021
6531HX,Complainer,"324,73","259,78","259,78",Huurder,2021
6531HX,Complainer,"425,30","340,24","340,24",Huurder,2021
7316GG,Defendant,"666,49",,,Huurder,2021
2316RV,Defendant,,,,Huurder,2021
1015GH,Complainer,"1.450,00","797,50",,Huurder,2021
6703GE,Defendant,"450,00","450,00",,Huurder,2021
3081RR,Defendant,"665,59",,"665,59",Huurder,2021
3083LC,Defendant,"1.575,00","530,41",,Huurder,2021
9722GB,Complainer,,,,Huurder,2021
1181KZ,Complainer,,,,Huurder,2021
1181KZ,Defendant,"560,98",,,Huurder,2021
1065KK,Complainer,,,,Huurder,2021
2517EX,Defendant,"995,00","995,00",,Huurder,2021
2517AB,Defendant,"603,47","603,47",,Huurder,2021
3072NX,Complainer,"329,73",,"131,89",Huurder,2021
8225AE,Complainer,"369,20","615,33",,Verhuurder,2021
1544RK,Defendant,"623,60","623,60",,Huurder,2021
3013AS,Complainer,"310,00","186,00","186,00",Huurder,2021
3051GC,Complainer,"570,42","228,17","228,17",Huurder,2021
1391DR,Complainer,"716,72","501,70","501,70",Huurder,2021
1054ZN,Defendant,"183,21","183,21",,Huurder,2021
1073JD,Defendant,,,,Huurder,2021
2314TL,Defendant,"453,79",,"453,79",Huurder,2021
6531HX,Complainer,"425,30","414,36",,Huurder,2021
1033HX,Defendant,"469,49","469,49","469,49",Huurder,2021
6531HX,Complainer,"324,73","274,66",,Huurder,2021
6531HX,Complainer,"268,57","226,81",,Huurder,2021
6531HX,Complainer,"347,78","297,56",,Huurder,2021
1078JV,Defendant,"597,30",,,Huurder,2021
2316SX,Complainer,"925,00","340,09",,Huurder,2021
2941SB,Defendant,,,,Huurder,2021
2352BD,Defendant,,,,Huurder,2021
2807MV,Defendant,,,,Huurder,2021
3119GA,Defendant,"509,00","509,00",,Huurder,2021
3531GD,Defendant,,,,Huurder,2021
3083XP,Defendant,"680,00","698,67",,Verhuurder,2021
3083XP,Defendant,"680,00","680,00",,Huurder,2021
2593TD,Defendant,,,,Huurder,2021
9722EG,Complainer,"340,00","220,08",,Huurder,2021
9722EG,Complainer,"340,00","194,73",,Huurder,2021
9722EG,Complainer,"360,00","281,47",,Huurder,2021
3086TA,Complainer,,,,Huurder,2021
9722EG,Complainer,"260,00","184,74",,Huurder,2021
3437VJ,Defendant,"540,75","540,75","540,75",Huurder,2021
3079NC,Complainer,,,,Huurder,2021
2593TD,Defendant,"456,50","456,50",,Huurder,2021
3531CC,Complainer,"520,00","199,79",,Huurder,2021
3038AN,Complainer,"670,91","402,55","402,55",Huurder,2021
3039HB,Defendant,,,,Huurder,2021
3531CC,Complainer,"570,00","328,74",,Huurder,2021
1033KG,Complainer,"658,81",,"395,29",Huurder,2021
1944HE,Complainer,"676,00","509,59",,Huurder,2021
3991NP,Defendant,,,,Huurder,2021
3871GK,Defendant,,,,Huurder,2021
1353HK,Complainer,"331,25","265,00","265,00",Huurder,2021
1079KB,Complainer,"101,61","40,64","40,64",Huurder,2021
9781AP,Defendant,"402,14",,,Huurder,2021
9724CA,Complainer,,,,Huurder,2021
1018CN,Defendant,,,,Huurder,2021
3078XG,Complainer,"597,30","477,84",,Huurder,2021
3034ZD,Defendant,"658,28",,,Huurder,2021
3526SK,Defendant,"765,65","765,65",,Huurder,2021
1019TW,Complainer,"601,85","601,85","240,60",Huurder,2021
6831MP,Defendant,"569,76",,,Huurder,2021
6715GL,Defendant,,,,Huurder,2021
1051KX,Complainer,"436,59",,"174,64",Huurder,2021
8913HA,Complainer,,,,Huurder,2021
2316NH,Complainer,"743,32","743,32","445,99",Huurder,2021
5341KK,Defendant,,,,Huurder,2021
3074EN,Complainer,,,,Huurder,2021
3362ET,Defendant,,,,Huurder,2021
1508XD,Complainer,"555,00","222,00","222,00",Huurder,2021
3526SK,Defendant,"765,65","765,65",,Verhuurder,2021
4007HA,Defendant,"710,68","710,68",,Huurder,2021
6813EA,Complainer,"480,21",,"288,13",Huurder,2021
2525XN,Defendant,"800,00","800,00",,Huurder,2021
1061ET,Complainer,"517,91",,"310,75",Huurder,2021
5341KK,Defendant,,,,Huurder,2021
2571CK,Defendant,"502,01",,"502,01",Huurder,2021
2571CK,Complainer,"553,00","502,01",,Huurder,2021
5615SV,Complainer,,,,Huurder,2021
5021BD,Complainer,"273,22","273,22","163,93",Huurder,2021
9642CD,Defendant,"623,05","636,32",,Huurder,2021
5615SV,Complainer,,,,Huurder,2021
1098GS,Complainer,"789,17","315,67","315,67",Huurder,2021
6811DH,Complainer,"635,00","326,42",,Huurder,2021
1062AC,Complainer,,,,Huurder,2021
1062AC,Complainer,,,,Huurder,2021
6811EL,Defendant,"850,00","850,00",,Huurder,2021
2332BP,Complainer,,,,Huurder,2021
6132EP,Defendant,,,,Huurder,2021
1062AC,Complainer,,,,Huurder,2021
1096DV,Complainer,"410,00","225,50",,Huurder,2021
1096DV,Complainer,"410,00","225,50",,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1096DV,Complainer,"410,00","225,50",,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1096DV,Complainer,"410,00","225,50",,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1096DV,Complainer,"410,00","225,50",,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
9712KA,Complainer,,,,Huurder,2021
1062AC,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
2514LC,Defendant,,,,Huurder,2021
1096DV,Complainer,"410,00","225,50",,Huurder,2021
2316NK,Defendant,,,,Huurder,2021
2316NK,Defendant,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
2316NH,Defendant,,,,Huurder,2021
1096DV,Complainer,"410,00","187,30",,Huurder,2021
1096DV,Complainer,"340,00","187,00",,Huurder,2021
1064GX,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
5691CA,Defendant,"434,35","434,35",,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
3051TG,Defendant,"545,00",,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
3062KK,Complainer,"407,58",,"163,03",Huurder,2021
1018GW,Complainer,"1.430,00","786,50",,Huurder,2021
1096DV,Complainer,"260,00","187,30",,Huurder,2021
1096DV,Complainer,"260,00","187,30",,Huurder,2021
3068JD,Defendant,,,,Huurder,2021
2807MV,Defendant,"585,37",,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
2316NH,Defendant,,,,Huurder,2021
1096DV,Complainer,"340,00","187,00",,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
3027CA,Complainer,"538,64","284,90",,Huurder,2021
2907KC,Defendant,"641,09",,,Huurder,2021
3082JC,Complainer,"705,00",,,Huurder,2021
3079EK,Defendant,,,,Huurder,2021
2435NN,Complainer,"375,10","375,10","225,06",Huurder,2021
2316NK,Defendant,,,,Huurder,2021
2316NH,Defendant,,,,Huurder,2021
2316NK,Defendant,,,,Huurder,2021
1057CT,Complainer,"713,06","285,22","285,22",Huurder,2021
2316NK,Defendant,,,,Huurder,2021
2563CD,Complainer,"600,00","240,00","240,00",Huurder,2021
1096DV,Complainer,"260,00","187,30",,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
2316NK,Defendant,,,,Huurder,2021
3701EC,Complainer,"778,00","101,62",,Huurder,2021
3434KK,Defendant,,,,Huurder,2021
2907WN,Complainer,,,,Huurder,2021
1181SB,Defendant,,,,Huurder,2021
2717XC,Complainer,"810,42",,"324,17",Huurder,2021
3701EC,Defendant,"780,00","780,00",,Huurder,2021
6826LT,Defendant,,,,Huurder,2021
2532AE,Defendant,,,,Huurder,2021
3732EZ,Complainer,"850,00","689,15",,Huurder,2021
3732EZ,Complainer,"673,14","663,24",,Huurder,2021
1096DV,Complainer,"340,00","187,30",,Huurder,2021
2584GG,Defendant,,,,Huurder,2021
3074EN,Complainer,"762,41","304,96","304,96",Huurder,2021
3732EZ,Complainer,"722,72","652,22",,Huurder,2021
1069KW,Complainer,"712,23","284,93","284,93",Huurder,2021
1019MP,Defendant,"618,35","618,35",,Huurder,2021
1017CV,Complainer,,,,Huurder,2021
3732EZ,Complainer,"699,82","646,75",,Huurder,2021
3732EZ,Complainer,"690,16","663,24",,Huurder,2021
3732EZ,Complainer,"647,44","624,80",,Huurder,2021
3732EZ,Complainer,"690,77","652,22",,Huurder,2021
3732EZ,Complainer,"707,88","630,29",,Huurder,2021
2583ED,Complainer,,,,Huurder,2021
2583ED,Complainer,,,,Huurder,2021
2545GT,Defendant,,,,Huurder,2021
2516GX,Complainer,,,,Huurder,2021
3443TZ,Defendant,"595,86","595,86",,Huurder,2021
3732EZ,Complainer,"719,20","624,80",,Huurder,2021
3531RA,Defendant,"1.475,00","1.475,00",,Huurder,2021
1058CJ,Defendant,"543,88","543,88",,Huurder,2021
1076KS,Complainer,"536,99","214,80","214,80",Huurder,2021
1058CJ,Defendant,"543,88",,,Huurder,2021
2254BH,Complainer,"717,90",,"430,74",Huurder,2021
1058CJ,Complainer,"543,88","217,55","217,55",Huurder,2021
1079SR,Complainer,"518,89","207,56","207,56",Huurder,2021
1078HW,Complainer,"850,06","340,02","340,02",Huurder,2021
2516GX,Complainer,"645,64",,,Huurder,2021
3904JG,Complainer,,,,Huurder,2021
9712LX,Complainer,,,,Huurder,2021
9711GM,Complainer,,,,Huurder,2021
7875AP,Complainer,,,,Huurder,2021
2526RZ,Defendant,,,,Huurder,2021
1065VA,Defendant,"651,03","651,03","651,03",Huurder,2021
3076BT,Defendant,"724,51","746,00",,Huurder,2021
3027CA,Complainer,"538,64","107,73","430,91",Huurder,2021
1339CA,Complainer,"350,00","79,14",,Huurder,2021
7875AP,Complainer,,,,Huurder,2021
3551CL,Complainer,"558,50","413,75",,Huurder,2021
3732EZ,Complainer,"722,54","679,67",,Huurder,2021
2555SC,Complainer,,,,Huurder,2021
2555SC,Complainer,,,,Huurder,2021
2555SC,Complainer,,,,Huurder,2021
3732EZ,Defendant,"711,09","711,09",,Huurder,2021
3732EZ,Defendant,"678,00","678,00",,Huurder,2021
2525EP,Complainer,"200,00","500,00",,Verhuurder,2021
1949AG,Complainer,"277,29","110,92","166,37",Huurder,2021
8917GD,Defendant,,,,Huurder,2021
3035GV,Complainer,"467,41","336,13","280,44",Huurder,2021
2406GT,Complainer,"600,00","450,00",,Huurder,2021
9711GM,Complainer,,,,Huurder,2021
3732EZ,Complainer,"784,23","701,62",,Huurder,2021
9711GM,Complainer,,,,Huurder,2021
1171SR,Defendant,"495,00",,,Huurder,2021
4714HS,Defendant,"581,45",,,Huurder,2021
2555SC,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
5014DH,Defendant,,,,Huurder,2021
3531KW,Complainer,"1.145,00","619,82",,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1063NB,Defendant,,,,Huurder,2021
3031BH,Defendant,,,,Huurder,2021
1068GX,Complainer,,,,Huurder,2021
3511AC,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1056JB,Complainer,"747,89",,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1064GX,Defendant,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1056DA,Complainer,,,,Huurder,2021
2645LE,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Defendant,,,,Huurder,2021
1616AX,Defendant,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1062EX,Complainer,,,,Huurder,2021
1216JC,Defendant,,,,Huurder,2021
9401DH,Complainer,"542,50","217,00","352,63",Huurder,2021
1091AB,Defendant,"695,02",,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
2801VJ,Complainer,"722,11","288,84","288,84",Huurder,2021
1064GX,Complainer,,,,Huurder,2021
3332HJ,Defendant,"625,40","625,40",,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
5623KW,Defendant,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1017VW,Complainer,"562,03",,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
6522DJ,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
3027CA,Complainer,"367,37","269,94",,Huurder,2021
2904EG,Complainer,,,,Huurder,2021
1064GX,Defendant,,,,Huurder,2021
3027CA,Defendant,"433,93","433,93",,Huurder,2021
3027CA,Complainer,"433,93","264,93",,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1057AX,Defendant,,,,Huurder,2021
2561VD,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Defendant,,,,Huurder,2021
2531RN,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1216JR,Defendant,,,,Huurder,2021
2022RX,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
6522DJ,Complainer,,,,Huurder,2021
1071HS,Defendant,,,,Huurder,2021
3062PA,Defendant,,,,Huurder,2021
5801GK,Defendant,,,,Huurder,2021
1071HS,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
2037HK,Defendant,,,,Huurder,2021
6301AX,Complainer,,,,Huurder,2021
1016DS,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
8932CS,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
9101HN,Defendant,,,,Huurder,2021
5911HZ,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1012AG,Defendant,"500,00",,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
5014DG,Defendant,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
2521CS,Complainer,,,,Huurder,2021
1963KH,Defendant,,,,Huurder,2021
3022HH,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
6045XB,Defendant,"514,94","514,94",,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
2801WZ,Defendant,,,,Huurder,2021
6522DJ,Complainer,,,,Huurder,2021
9101HN,Defendant,"515,15",,,Huurder,2021
2513BV,Complainer,"576,65",,"461,32",Huurder,2021
1076NX,Defendant,,,,Huurder,2021
6641NM,Complainer,"683,74","205,12","205,12",Huurder,2021
2541BC,Defendant,,,,Huurder,2021
3956EV,Defendant,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
3014PL,Complainer,"475,69",,"285,41",Huurder,2021
6522DJ,Complainer,,,,Huurder,2021
3144CK,Complainer,"631,00",,,Huurder,2021
1083VA,Defendant,,,,Huurder,2021
9752VN,Defendant,,,,Huurder,2021
1507BM,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
9726JL,Defendant,,,,Huurder,2021
1188BB,Defendant,"439,52",,,Huurder,2021
1057AX,Defendant,,,,Huurder,2021
2612KP,Defendant,,,,Huurder,2021
3067MH,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
8913HA,Complainer,,,,Huurder,2021
4818JH,Complainer,"360,00",,"72,00",Huurder,2021
1064GX,Complainer,,,,Huurder,2021
2571HN,Defendant,,,,Huurder,2021
9712KA,Complainer,,,,Huurder,2021
1222BD,Defendant,,,,Huurder,2021
4006AG,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
1062EV,Complainer,,,,Huurder,2021
7772LB,Complainer,,,,Huurder,2021
1064GX,Complainer,,,,Huurder,2021
3533JR,Defendant,,,,Huurder,2021
7322BA,Defendant,,,,Huurder,2021
